INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAGS
202108,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,110.752,111.311,0.55,0.72,0.45, 
202108,211509,HARD REGIONAL CHEESE PER KG,1,1,98.27,98.426,0.22,0.28,0.18, 
202108,211510,PARMESAN CHEESE-PER KG,1,1,101.459,101.422,0.33,0.48,0.27, 
202108,211511,SOFT CONTINENTAL CHEESE - KG,1,1,100.141,100.491,0.33,0.48,0.27, 
202108,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,1,102.271,102.806,0.44,0.37,0.36, 
202108,211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,1,102.649,103.173,0.66,0.63,0.54, 
202108,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,99.018,99.018,0.11,0.06,0.09, 
202108,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,101.998,101.742,0.66,0.54,0.54, 
202108,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,100.812,100.819,2.31,1.89,1.89, 
202108,211713,"MILK FLAVOURED, 180-500MLS/GMS",1,1,99.456,99.114,0.22,0.21,0.18, 
202108,211714,NON-DAIRY MILK DRINK 900ML-1LT,1,1,104.018,104.41,0.22,0.3,0.18, 
202108,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,119.895,118.111,1.1,1.52,0.9, 
202108,211808,CHILLED POT DESSERT 125-200G,1,1,101.484,101.138,0.77,0.84,0.63, 
202108,211814,YOGHURT-SMALL INDIVIDUAL,1,1,100.633,100.769,0.66,0.84,0.54, 
202108,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,100.568,100.643,0.44,0.48,0.36, 
202108,211816,POWDERED BABY FORMULA 400-900G,1,1,101.513,101.818,0.33,0.32,0.27, 
202108,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,99.138,99.134,0.84,0.64,0.63, 
202108,211904,TEA BAGS-2-PACKET OF 240,1,1,104.28,105.009,0.24,0.19,0.18, 
202108,211905,"FLAVRD TEA 15-20 BAGS, 30-40G",1,1,103.705,103.313,0.24,0.17,0.18, 
202108,212001,"FRUIT SQUASH, 750ML - 1.5LT",1,1,97.845,98.372,0.99,0.9,0.77, 
202108,212006,FRUIT JUICE NOT ORANGE 1L,1,1,99.835,99.221,0.54,0.54,0.42, 
202108,212008,LEMONADE-2 LITRE BOTTLE,1,1,95.52,94.474,0.18,0.18,0.14, 
202108,212010,MINERAL WATER STILL 1.5-2L,1,1,103.491,102.157,0.36,0.54,0.28, 
202108,212015,FIZZY ENERGY DRINK 250-500ML,1,1,103.886,104.467,1.17,1.08,0.91, 
202108,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,97.624,97.377,0.99,0.9,0.77, 
202108,212017,FIZZY BOTTLED DRINK 500ML,1,1,97.492,97.492,1.44,1.35,1.12, 
202108,212020,FRUIT DRINK BOTTLE 4-8 PACK,1,1,118.427,115.225,0.09,0.09,0.07, 
202108,212021,BOTTLE STILL WATER 500ML,1,1,100.665,100.424,0.18,0.27,0.14, 
202108,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,100.707,101.067,0.63,0.63,0.49, 
202108,212023,COLA/FIZZY DRINK 330ML PK 4-8,1,1,100.294,100.539,0.36,0.36,0.28, 
202108,212024,FLAVOURED WATER BOTT 900ML-1.5,1,1,106.931,106.252,0.36,0.54,0.28, 
202108,212025,"COLA DRINK, REG,BOTTLE,1.25-2L",1,1,96.607,96.498,0.72,0.63,0.56, 
202108,212026,"COLA DRINK, DIET 1.25-2LTR",1,1,96.157,96.692,0.72,0.72,0.56, 
202108,212027,FRUIT/VEG SMOOTHIE,1,1,100.094,99.771,0.27,0.27,0.21, 
202108,212101,SUGAR -GRANULATED-WHITE-PER KG,1,1,99.493,99.4,0.7,0.32,0.55, 
202108,212106,JAR OF JAM-340-454G,1,1,102.979,102.597,0.84,0.49,0.66, 
202108,212107,HONEY JAR/BOTTLE 340G-454G,1,1,102.43,101.279,0.28,0.19,0.22, 
202108,212202,MINTS,1,1,98.924,98.78,0.14,0.14,0.11, 
202108,212211,CHOCOLATE 4,1,1,100.697,100.679,0.84,2.1,0.66, 
202108,212214,FRUIT PASTILLES 2,1,1,101.435,101.254,0.56,1.26,0.44, 
202108,212217,CHEWING/BUBBLE GUM-SINGLE PK,1,1,103.661,103.854,0.14,0.28,0.11, 
202108,212218,CARTON/BOX OF CHOCS 150-400GM,1,1,104.76,105.034,1.96,1.82,1.54, 
202108,212222,CHOCOLATE 10,1,1,97.979,97.794,2.24,2.1,1.76, 
202108,212223,BRAND CHOC SWEETS 90-185G BAG,1,1,98.536,98.613,0.7,0.7,0.55, 
202108,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,94.523,94.95,0.7,1.68,0.55, 
202108,212225,CHOCOLATE LARGE BAR 100-200G,1,1,95.14,95.591,2.1,2.1,1.65, 
202108,212226,CHOCOLATE 12,1,1,103.324,103.028,0.56,1.54,0.44, 
202108,212228,MALTED CHOCOLATE SWEETS,1,1,96.191,96.06,0.14,0.28,0.11, 
202108,212360,POTATOES-OLD WHITE PER KG,1,0,93.778,94.28,0.6,0.62,0.48, 
202108,212361,POTATOES- BAKING PER KG,1,0,103.157,103.184,0.15,0.17,0.12, 
202108,212399,POTATOES-NEW-LOOSE-PER KG,1,0,99.026,98.984,0.15,0.21,0.12, 
202108,212402,POTATO CRISPS 25G-50G,1,1,103.512,103.308,0.75,0.45,0.6, 
202108,212404,POTATO CRISPS-MULTI-PACK,1,1,105.075,104.059,1.65,1.02,1.32, 
202108,212405,FROZEN CHIPS 900G-1.5KG,1,1,105.643,104.673,1.05,0.96,0.84, 
202108,212408,PREMIUM POTATO CRISPS/CHIPS,1,1,98.833,99.732,0.6,0.3,0.48, 
202108,212409,P'PARED MASHED POTATO 400-650G,1,1,92.603,92.535,0.3,0.27,0.24, 
202108,212504,FRESH VEG-CAULIFLOWER-EACH,1,1,97.909,98.29,0.45,0.49,0.36, 
202108,212510,FRESH VEG-CUCUMBER-WHOLE,1,1,99.172,98.618,0.3,0.35,0.24, 
202108,212511,FRESH VEG-LETTUCE-ICEBERG-EACH,1,1,95.658,96.144,0.3,0.35,0.24, 
202108,212515,FRESH VEG-TOMATOES-PER KG,1,1,96.89,99.041,1.05,1.12,0.84, 
202108,212516,FRESH VEG-CABBAGE-WHOLE-PER KG,1,1,102.142,101.94,0.3,0.28,0.24, 
202108,212518,FRESH VEG-CARROTS-PER KG,1,1,100.801,101.756,0.45,0.42,0.36, 
202108,212519,FRESH VEG-ONIONS-PER KG,1,1,101.393,101.615,0.6,0.7,0.48, 
202108,212520,FRESH VEG-MUSHROOMS-PER KG,1,1,100.926,100.809,0.45,0.56,0.36, 
202108,212527,PRE-PACKED SALAD 100-250G,1,1,97.399,97.828,0.45,0.49,0.36, 
202108,212530,FRESH VEG-BROCCOLI-PER KG,1,1,97.967,97.243,0.3,0.35,0.24,PARTIAL
202108,212531,FRESH VEG-COURGETTE-PER KG,1,1,91.55,89.998,0.45,0.49,0.36, 
202108,212532,FRESH VEG-PEPPERS -LOOSE OR KG,1,1,100.066,100.627,0.45,0.49,0.36, 
202108,212533,VEGETABLE STIR FRY FRESH PACK,1,1,101.768,101.564,0.45,0.42,0.36, 
202108,212535,SWEET POTATO PER KG OR EACH,1,1,98.224,98.605,0.3,0.49,0.24, 
202108,212601,CANNED TOMATOES 390-400G,1,1,119.813,117.685,0.3,0.42,0.24, 
202108,212603,"BAKED BEANS, 400-420G TIN",1,1,99.67,99.649,0.45,0.5,0.36, 
202108,212608,CANNED SWEETCORN 198-340G,1,1,104.083,104.007,0.45,0.52,0.36, 
202108,212609,FROZEN GARDEN PEAS 800G-1KG,1,1,99.063,98.391,0.15,0.24,0.12, 
202108,212612,FROZEN PRE-PREPARED VEGTABLES,1,1,98.597,97.611,0.3,0.32,0.24, 
202108,212709,ORANGES-CLASS 1-EACH,1,1,102.322,105.112,0.36,0.32,0.27, 
202108,212710,AVOCADO PEAR-EACH,1,1,104.569,103.511,0.72,0.56,0.54, 
202108,212712,KIWI FRUIT-EACH,1,1,103.854,103.981,0.24,0.16,0.18, 
202108,212715,GRAPEFRUIT-EACH,1,1,102.774,103.77,0.36,0.24,0.27, 
202108,212716,APPLES-COOKING-PER KG,1,1,103.372,103.379,0.24,0.16,0.18, 
202108,212717,APPLES-DESSERT-PER KG,1,1,111.145,111.173,0.84,0.72,0.63,PARTIAL
202108,212718,PEARS-DESSERT-PER KG,1,1,109.926,110.337,0.24,0.24,0.18, 
202108,212719,BANANAS-PER KG,1,1,100.517,100.594,1.2,0.96,0.9, 
202108,212720,STRAWBERRIES PER KG OR PUNNET,1,1,79.511,77.549,1.08,0.88,0.81, 
202108,212722,GRAPES-PER KG,1,1,100.468,100.128,0.84,0.72,0.63, 
202108,212725,SMALL TYPE ORANGES PER PACK/KG,1,1,102.109,101.836,0.36,0.24,0.27, 
202108,212726,PLUMS PER KG/PACK,1,1,102.343,100.673,0.72,0.56,0.54,PARTIAL
202108,212728,PINEAPPLE EACH,1,1,97.021,96.851,0.24,0.24,0.18, 
202108,212730,FRUIT FRESH SNACKING 150-350G,1,1,98.732,99.952,0.48,0.4,0.36, 
202108,212731,MELON EACH EG HONEYDEW,1,1,80.357,79.436,0.24,0.24,0.18, 
202108,212732,LEMON EACH,1,1,99.279,99.156,0.24,0.24,0.18, 
202108,212733,BLUEBERRIES PUNNET OR PER KG,1,1,100.895,96.153,0.72,0.64,0.54,PARTIAL
202108,212734,RASPBERRIES PUNNET OR PER KG,1,1,86.377,86.179,0.6,0.48,0.45,PARTIAL
202108,212806,PACKET OF PEANUTS 150-300G,1,1,106.495,104.651,1.32,1.22,0.99, 
202108,212807,CANNED FRUIT-400-450G,1,1,100.345,100.997,0.48,0.32,0.36, 
202108,212808,DRIED FRUIT - EG APRICOTS,1,1,101.714,100.942,0.48,0.46,0.36, 
202108,212905,VEGETABLE PICKLE 280-520G,1,1,101.319,100.864,0.15,0.13,0.12, 
202108,212910,CANNED SOUP-390-425G,1,1,102.676,102.786,0.33,0.65,0.22, 
202108,212917,TOMATO KETCHUP BOTTLE 340-570G,1,1,104.634,104.877,0.45,1.04,0.3, 
202108,212918,FRZN READY-COOKD MEAL SERVES 1,1,1,100.392,100.439,0.18,0.65,0.12, 
202108,212923,COOK-IN SAUCE-JAR/CAN 350-520G,1,1,103.375,103.949,0.51,1.17,0.34, 
202108,212928,FROZ VEG BURGER/GRILL 180-454G,1,1,102.128,100.175,0.75,0.78,0.6, 
202108,212930,MAYONNAISE 390-500G/420-540MLS,1,1,99.116,99.153,0.42,0.91,0.28, 
202108,212933,ICE CREAM 450ML-1L,1,1,96.492,96.497,1.12,0.65,0.88, 
202108,212934,DRIED POTTED SNACK 50-120G,1,1,113.726,114.721,0.38,1.3,0.3, 
202108,212936,CHILLED READY MEAL-MEAT-SERVS1,1,1,99.042,99.063,0.48,1.69,0.32, 
202108,212937,CHILLED READY MEAL-FISH/VEG,1,1,101.414,101.397,0.48,1.69,0.32, 
202108,212938,CHOCOLATE COVERED ICE CREAM,1,1,115.169,114.717,0.98,0.52,0.77, 
202108,212939,CHILLED PIZZA EACH 300-600G,1,1,95.736,96.12,0.95,1.17,0.75, 
202108,212940,PROTEIN POWDER 900G-2KG,1,1,103.738,104.231,0.15,0.26,0.1, 
202108,212941,QUICHE 340G-450G,1,1,99.985,99.724,0.19,0.26,0.15, 
202108,212942,VEGETABLE CRISPS PACK 80-125G,1,1,113.187,114.348,0.3,0.13,0.24, 
202108,213003,COFFEE-INSTANT-100G JAR,1,1,106.443,104.321,1.52,1.2,1.14, 
202108,213005,HOT CHOCOLATE DRINK INSTANT,1,1,100.461,100.664,0.32,0.16,0.24, 
202108,213006,COFFEE PODS PACK 8-16,1,1,100.819,101.414,0.36,0.28,0.27, 
202108,213007,COFFEE SACHETS PACK,1,1,99.425,99.437,0.48,0.36,0.36, 
202108,220107,PUB -HOT MEAL,1,1,99.828,99.486,4.14,4.8,3.24, 
202108,220116,LEMONADE/COLA DRAUGHT,1,1,100.849,100.765,1.38,1.2,1.08,PARTIAL
202108,220117,BOTTLED MINERAL WATER,1,1,101.193,101.041,0.69,1.2,0.54, 
202108,220120,IN STORE CAFETERIA MEAL,1,1,107.74,107.949,3.45,4.08,2.7, 
202108,220121,RESTAURANT CUP OF COFFEE,1,1,104.078,104.027,1.38,1.2,1.08, 
202108,220122,RESTAURANT - SWEET COURSE,1,1,103.924,103.939,2.07,2.4,1.62, 
202108,220123,ONBOARD CATERING,1,0,103.201,101.829,0.69,0.48,0.54, 
202108,220124,MUFFIN/INDIVIDUAL CAKE,1,1,104.119,104.062,2.76,2.64,2.16, 
202108,220125,FRUIT JUICE BOTTLE 250-350ML,1,1,101.234,101.201,1.38,1.2,1.08, 
202108,220128,RESTAURANT MAIN COURSE,1,1,104.85,104.931,4.14,4.8,3.24, 
202108,220208,STAFF RESTAURNT HOT SNACK ITEM,1,1,99.401,99.013,0.9,0.6,0.9, 
202108,220209,PRIMARY SCHOOL- FIXED CHARGE,1,1,100.565,100.573,0.6,0.4,0.6, 
202108,220210,SECONDARY SCHOOL- CAFETERIA,1,1,100.337,100.326,0.6,0.4,0.6, 
202108,220214,STAFF RESTAURANT MAIN COURSE,1,1,106.126,105.813,0.9,0.6,0.9, 
202108,220301,FISH & CHIPS TAKEAWAY,1,1,101.84,101.872,1.38,1.53,1.08, 
202108,220303,SANDWICH-TAKE-AWAY (COLD),1,1,99.776,99.538,2.76,2.72,2.16, 
202108,220305,TEA -TAKE-AWAY,1,1,101.175,101.07,0.69,0.17,0.54, 
202108,220310,POTATO CRISPS-INDIVIDUAL PACK,1,1,102.746,102.765,0.69,0.85,0.54, 
202108,220316,PIZZA TAKEAWAY OR DELIVERED,1,1,99.12,99.709,1.38,1.53,1.08, 
202108,220318,INDIAN TAKEAWAY,1,1,100.852,100.633,1.38,1.53,1.08, 
202108,220319,CHINESE TAKEAWAY,1,1,100.895,100.706,1.38,1.53,1.08, 
202108,220320,TAKEAWAY SOFT DRINK,1,1,99.769,99.078,0.69,0.34,0.54, 
202108,220321,TAKEAWAY COFFEE LATTE,1,1,102.573,102.778,0.69,0.17,0.54, 
202108,220323,KEBAB- TAKEAWAY,1,1,101.272,101.079,1.38,1.36,1.08, 
202108,220324,CINEMA POPCORN,1,1,102.882,102.868,0.69,0.68,0.54, 
202108,220325,VENDING MACHINE - SOFT DRINK,1,1,104.46,104.519,0.69,0.17,0.54, 
202108,220326,TAKEAWAY CHICKEN & CHIPS,1,1,101.834,101.618,1.38,1.36,1.08, 
202108,220327,T'AWAY COOKED SAVOURY PASTRY,1,1,101.62,101.553,1.38,1.53,1.08, 
202108,220328,BURGER IN A BUN EAT IN OR TAKE,1,1,102.242,102.384,1.38,1.53,1.08, 
202108,310102,DRAUGHT BITTER (PER PINT),1,1,101.838,101.871,2.76,2.8,2.16, 
202108,310104,DRAUGHT STOUT PER PINT,1,1,101.893,101.855,0.69,0.84,0.54, 
202108,310109,LAGER - PINT 3.4-4.2%,1,1,101.854,101.802,3.45,4.06,2.7, 
202108,310110,PREMIUM LAGER - PINT 4.3-7.5%,1,1,102.387,102.379,2.76,3.22,2.16, 
202108,310111,BOTTLED PREMIUM LAGER 4.3-7.5%,1,1,102.342,102.371,1.38,1.12,1.08, 
202108,310114,CIDER 4.5%-5.5% ABV PINT/BOTTL,1,1,101.381,101.307,2.07,1.96,1.62, 
202108,310207,BITTER-4CANS-440-500ML,1,1,100.502,100.455,0.42,0.42,0.35, 
202108,310215,LAGER 4 BOTTLES- PREMIUM,1,1,102.586,102.483,2.46,2.31,2.05, 
202108,310216,LAGER 10 - 24 CANS (440-500ML),1,1,99.792,99.56,1.38,1.26,1.15, 
202108,310217,LAGER 10-24 BOTTLES 250-330ML,1,1,91.447,92.01,1.2,1.12,1, 
202108,310219,STOUT - 4 CAN PACK,1,1,102.222,102.129,0.12,0.14,0.1, 
202108,310220,SPEC'Y BEER BOTT 500ML 4-5.5,1,1,99.711,99.735,0.42,0.42,0.35, 
202108,310221,APPLE CIDER 4 CAN PK 440-500ML,1,1,97.619,97.947,0.6,0.7,0.48, 
202108,310222,CIDER FLAVOURED BOTT 500-568ML,1,1,99.474,99.743,0.5,0.63,0.4, 
202108,310301,WHISKY (PER NIP) SPECIFY ML,1,1,103.489,104.571,1.38,1.5,1.08, 
202108,310302,VODKA (PER NIP) SPECIFY ML,1,1,105.821,106.326,2.76,2.85,2.16, 
202108,310306,BOTTLE OF MIXER 125-200ML,1,1,103.453,103.075,0.69,0.45,0.54, 
202108,310307,LIQUEUR PER NIP   SPECIFY ML,1,1,105.78,108.771,1.38,1.95,1.08, 
202108,310309,SPIRIT BASED DRINK 275ML,1,1,102.047,101.951,0.69,0.3,0.54, 
202108,310310,"WINE, PER 175 - 250 ML SERVING",1,1,102.717,102.729,2.76,2.7,2.16, 
202108,310315,BOTTLE OF WINE 70-75CL,1,1,103.502,103.521,2.76,2.7,2.16, 
202108,310316,GIN PER NIP,1,1,106.162,107.069,2.76,2.55,2.16, 
202108,310401,WHISKY-70 CL BOTTLE,1,1,98.001,98.057,1.89,1.98,1.35, 
202108,310403,VODKA-70 CL BOTTLE,1,1,98.775,99.079,1.89,1.98,1.35, 
202108,310405,BRANDY 70CL BOTTLE,1,1,94.912,96.063,0.49,0.54,0.35, 
202108,310406,FORTIFIED WINE  (70-75CL),1,1,99.663,99.724,0.4,0.36,0.32, 
202108,310419,WHITE WINE- EUROPEAN 75CL,1,1,106.54,105.887,1.3,1.62,1.04, 
202108,310420,WHITE WINE- NEW WORLD 75CL,1,1,100.991,100.951,2.1,2.52,1.68, 
202108,310421,RED WINE- EUROPEAN 75CL,1,1,105.153,104.561,1.2,1.44,0.96, 
202108,310422,RED WINE- NEW WORLD 75CL,1,1,101.994,102.419,1.8,2.16,1.44, 
202108,310423,BOTTLE OF CHAMPAGNE 75 CL,1,1,97.214,97.627,0.3,0.36,0.24, 
202108,310425,ROSE WINE-75CL BOTTLE,1,1,97.725,97.772,0.8,0.9,0.64, 
202108,310426,SPARKLING WINE 75CL MIN 11%ABV,1,1,101.749,102.524,1,1.26,0.8, 
202108,310427,RUM WHITE EG BACARDI 70CL BOTT,1,1,100.547,100.519,0.49,0.54,0.35, 
202108,310428,CREAM LIQUER 70CL-1LT 14-20%,1,1,101.969,102.392,0.21,0.18,0.15, 
202108,310429,GIN BOTTLE 70CL,1,1,100.239,100.232,1.54,1.62,1.1, 
202108,310430,PRE MIXED SPIRIT 250-330ML,1,1,99.761,99.745,0.49,0.54,0.35, 
202108,320108,CIGARETTES 8,1,1,100.581,100.604,3.08,2.55,2.38, 
202108,320115,CIGARETTES 15,1,1,99.389,99.386,6.6,5.44,5.1, 
202108,320122,20 FILTER - OTHER BRAND,1,1,101.401,101.445,4.62,3.91,3.57, 
202108,320123,ELECTRONIC CIGARETTE REFILL/LI,1,0,100.607,100.591,0.44,0.68,0.34, 
202108,320124,E-CIG REFILL BOTTL/CART 2-10ML,1,1,100.619,100.337,0.44,0.68,0.34, 
202108,320125,CIGARETTES 21,1,1,100.718,100.707,4.62,3.74,3.57, 
202108,320205,5 CIGARS: SPECIFY BRAND,1,1,103.436,103.439,0.22,0.32,0.17, 
202108,320206,HAND ROLLING TOBACCO PACK 30GM,1,1,98.707,98.608,1.98,3.68,1.53, 
202108,410105,LOCAL AUTH RENT - SCOTLAND,1,0,103.476,103.476,1.88,1.58,1.48, 
202108,410107,UNIVERSITY ACCOMODATION FEES,1,0,100,100,1.65,0,1.32, 
202108,410108,RSL RENTS,1,2,100.49,100.49,17.86,15.8,14.06, 
202108,410111,IMPUTED RENTS - ENGLAND,1,0,100.853,100.853,0,0,160.95, 
202108,410112,IMPUTED RENTS - WALES,1,0,100.32,100.32,0,0,7.4, 
202108,410113,IMPUTED RENTS - SCOTLAND,1,0,101.334,101.334,0,0,12.95, 
202108,410114,IMPUTED RENTS - N.IRELAND,1,0,103.561,103.561,0,0,3.7, 
202108,410115,PRIVATE RENTED PROPERTY,2,0,101.154,100.791,62.04,54.51,48.84, 
202108,410201,MORTGAGE INTEREST PAYMENTS,1,0,100.119,100.119,0,24,0, 
202108,410401,E & W SEWERAGE CHARGE,2,0,100.889,100.889,5.46,6.24,4.55, 
202108,410402,ENGLAND & WALES WATER CHARGES,2,0,102.531,102.53,4.55,5.59,3.64, 
202108,410403,SCOTLAND WATER CHARGES,1,0,102.474,102.474,0.45,0.52,0.36, 
202108,410405,SCOTTISH SEWERAGE CHARGE,1,0,102.467,102.467,0.54,0.65,0.45, 
202108,410508,PLUMBER-DAYTIME HOURLY RATE,2,1,100.621,100.553,0.7,2.88,0.35, 
202108,410509,ELECTRICIAN-DAYTIME RATE/HOUR,2,1,100.156,100.148,0.44,2.07,0.22, 
202108,410517,DECORATOR-DAILY RATE;SPEC HRS,2,1,100.69,100.649,0.44,2.07,0.22, 
202108,410518,CARPENTER HOURLY RATE,2,1,101.784,101.591,0.42,1.98,0.21, 
