INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202110,211031,COOKED HAM LOOSE PER 100G,1,1,89.577,90.002,0.84,0.3,0.64
202110,211101,FRESH WHITE FISH FILLETS KG,1,1,101.072,101.361,0.32,0.54,0.24
202110,211105,FRESH FISH-SALMON FILLETS-KG,1,1,97.024,97.231,0.6,0.98,0.45
202110,211106,FROZEN PRAWNS PER KG,1,1,97.773,98.606,0.96,0.48,0.72
202110,211207,"CANNED FISH, TUNA, 130G-200G",1,1,105.101,103.982,1.04,1,0.78
202110,211210,FROZEN FISH FINGERS 8-12 PK,1,1,103.368,102.494,0.84,0.78,0.63
202110,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,100.652,101.09,0.24,0.22,0.18
202110,211305,SPREADABLE BUTTER,1,1,105.345,105.67,0.4,0.53,0.4
202110,211306,BUTTER 250G SPEC COO,1,1,100.646,100.516,0.36,0.47,0.36
202110,211407,MARGARINE/LOW FAT SPREAD-500G,1,1,119.001,117.646,0.56,1.1,0.56
202110,211408,OLIVE OIL - 500ML - 1 LITRE,1,1,105.14,105.043,0.6,0.76,0.6
202110,211409,"PEANUT BUTTER, JAR, 225-350G",1,1,97.91,98.405,0.08,0.14,0.08
202110,211501,CHEDDAR-HOME PRODUCED PER KG,1,1,97.743,97.648,1.65,2.04,1.35
202110,211506,"CHEESE SPREAD, 125g-200g TUB",1,1,104.796,105.53,0.55,0.72,0.45
202110,211509,HARD REGIONAL CHEESE PER KG,1,1,98.909,98.954,0.22,0.28,0.18
202110,211510,PARMESAN CHEESE-PER KG,1,1,101.896,102.058,0.33,0.48,0.27
202110,211511,SOFT CONTINENTAL CHEESE - KG,1,1,100.041,100.268,0.33,0.48,0.27
202110,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,1,103.785,104.591,0.44,0.37,0.36
202110,211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,1,103.986,104.937,0.66,0.63,0.54
202110,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,99.018,99.018,0.11,0.06,0.09
202110,211709,SHOP MILK-WHOLE MILK-4PT/2LTR,1,1,104.169,104.448,0.66,0.54,0.54
202110,211710,MILK SEMI-PER 2 PINTS/1.136 L,1,1,101.853,101.848,2.31,1.89,1.89
202110,211713,"MILK FLAVOURED, 180-500MLS/GMS",1,1,99.416,99.346,0.22,0.21,0.18
202110,211714,NON-DAIRY MILK DRINK 900ML-1LT,1,1,104.09,104.291,0.22,0.3,0.18
202110,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,119.961,118.793,1.1,1.52,0.9
202110,211808,CHILLED POT DESSERT 125-200G,1,1,102.863,101.977,0.77,0.84,0.63
202110,211814,YOGHURT-SMALL INDIVIDUAL,1,1,101.219,101.547,0.66,0.84,0.54
202110,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,101.318,101.363,0.44,0.48,0.36
202110,211816,POWDERED BABY FORMULA 400-900G,1,1,102.379,102.971,0.33,0.32,0.27
202110,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,103.288,102.638,0.84,0.64,0.63
202110,211904,TEA BAGS-2-PACKET OF 240,1,1,102.933,103.486,0.24,0.19,0.18
202110,211905,"FLAVRD TEA 15-20 BAGS, 30-40G",1,1,99.294,98.98,0.24,0.17,0.18
202110,212001,"FRUIT SQUASH, 750ML - 1.5LT",1,1,96.771,97.217,0.99,0.9,0.77
202110,212006,FRUIT JUICE NOT ORANGE 1L,1,1,104.6,105.294,0.54,0.54,0.42
202110,212008,LEMONADE-2 LITRE BOTTLE,1,1,97.237,95.598,0.18,0.18,0.14
202110,212010,MINERAL WATER STILL 1.5-2L,1,1,109.658,108.409,0.36,0.54,0.28
202110,212015,FIZZY ENERGY DRINK 250-500ML,1,1,101.052,101.319,1.17,1.08,0.91
202110,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,94.196,94.36,0.99,0.9,0.77
202110,212017,FIZZY BOTTLED DRINK 500ML,1,1,97.1,97.079,1.44,1.35,1.12
202110,212020,FRUIT DRINK BOTTLE 4-8 PACK,1,1,134.103,131.775,0.09,0.09,0.07
202110,212021,BOTTLE STILL WATER 500ML,1,1,99.51,100.451,0.18,0.27,0.14
202110,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,102.772,102.812,0.63,0.63,0.49
202110,212023,COLA/FIZZY DRINK 330ML PK 4-8,1,1,102.621,103.258,0.36,0.36,0.28
202110,212024,FLAVOURED WATER BOTT 900ML-1.5,1,1,108.964,109.163,0.36,0.54,0.28
202110,212025,"COLA DRINK, REG,BOTTLE,1.25-2L",1,1,98.685,98.586,0.72,0.63,0.56
202110,212026,"COLA DRINK, DIET 1.25-2LTR",1,1,91.916,91.959,0.72,0.72,0.56
202110,212027,FRUIT/VEG SMOOTHIE,1,1,92.934,93.767,0.27,0.27,0.21
202110,212101,SUGAR -GRANULATED-WHITE-PER KG,1,1,100.169,100.157,0.7,0.32,0.55
202110,212106,JAR OF JAM-340-454G,1,1,108.244,109.114,0.84,0.49,0.66
202110,212107,HONEY JAR/BOTTLE 340G-454G,1,1,99.724,98.607,0.28,0.19,0.22
202110,212202,MINTS,1,1,98.456,98.318,0.14,0.14,0.11
202110,212211,CHOCOLATE 4,1,1,100.381,100.323,0.84,2.1,0.66
202110,212214,FRUIT PASTILLES 2,1,1,101.703,101.544,0.56,1.26,0.44
202110,212217,CHEWING/BUBBLE GUM-SINGLE PK,1,1,103.908,104.087,0.14,0.28,0.11
202110,212218,CARTON/BOX OF CHOCS 150-400GM,1,1,92.579,91.316,1.96,1.82,1.54
202110,212222,CHOCOLATE 10,1,1,101.299,101.476,2.24,2.1,1.76
202110,212223,BRAND CHOC SWEETS 90-185G BAG,1,1,92.445,92.647,0.7,0.7,0.55
202110,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,92.028,92.677,0.7,1.68,0.55
202110,212225,CHOCOLATE LARGE BAR 100-200G,1,1,93.203,93.768,2.1,2.1,1.65
202110,212226,CHOCOLATE 12,1,1,102.86,102.4,0.56,1.54,0.44
202110,212228,MALTED CHOCOLATE SWEETS,1,1,96.617,96.375,0.14,0.28,0.11
202110,212360,POTATOES-OLD WHITE PER KG,1,0,94.674,94.465,0.6,0.62,0.48
202110,212361,POTATOES- BAKING PER KG,1,0,104.492,104.063,0.15,0.17,0.12
202110,212399,POTATOES-NEW-LOOSE-PER KG,1,0,99.057,100.438,0.15,0.21,0.12
202110,212402,POTATO CRISPS 25G-50G,1,1,103.806,103.828,0.75,0.45,0.6
202110,212404,POTATO CRISPS-MULTI-PACK,1,1,106.938,106.624,1.65,1.02,1.32
202110,212405,FROZEN CHIPS 900G-1.5KG,1,1,105.885,105.438,1.05,0.96,0.84
202110,212408,PREMIUM POTATO CRISPS/CHIPS,1,1,95.878,97.416,0.6,0.3,0.48
202110,212409,P'PARED MASHED POTATO 400-650G,1,1,88.082,86.678,0.3,0.27,0.24
202110,212504,FRESH VEG-CAULIFLOWER-EACH,1,1,99.043,99.055,0.45,0.49,0.36
202110,212510,FRESH VEG-CUCUMBER-WHOLE,1,1,100.059,99.494,0.3,0.35,0.24
202110,212511,FRESH VEG-LETTUCE-ICEBERG-EACH,1,1,96.022,96.715,0.3,0.35,0.24
202110,212515,FRESH VEG-TOMATOES-PER KG,1,1,99.997,101.455,1.05,1.12,0.84
202110,212516,FRESH VEG-CABBAGE-WHOLE-PER KG,1,1,103.155,102.374,0.3,0.28,0.24
202110,212518,FRESH VEG-CARROTS-PER KG,1,1,102.143,102.582,0.45,0.42,0.36
202110,212519,FRESH VEG-ONIONS-PER KG,1,1,103.949,102.969,0.6,0.7,0.48
202110,212520,FRESH VEG-MUSHROOMS-PER KG,1,1,102.735,103.063,0.45,0.56,0.36
202110,212527,PRE-PACKED SALAD 100-250G,1,1,101.855,100.708,0.45,0.49,0.36
202110,212530,FRESH VEG-BROCCOLI-PER KG,1,1,98.974,97.681,0.3,0.35,0.24
202110,212531,FRESH VEG-COURGETTE-PER KG,1,1,97.434,97.834,0.45,0.49,0.36
202110,212532,FRESH VEG-PEPPERS -LOOSE OR KG,1,1,101.497,101.792,0.45,0.49,0.36
202110,212533,VEGETABLE STIR FRY FRESH PACK,1,1,101.896,101.456,0.45,0.42,0.36
202110,212535,SWEET POTATO PER KG OR EACH,1,1,97.694,98.177,0.3,0.49,0.24
202110,212601,CANNED TOMATOES 390-400G,1,1,117.842,116.723,0.3,0.42,0.24
202110,212603,"BAKED BEANS, 400-420G TIN",1,1,101.601,101.501,0.45,0.5,0.36
202110,212608,CANNED SWEETCORN 198-340G,1,1,103.592,103.881,0.45,0.52,0.36
202110,212609,FROZEN GARDEN PEAS 800G-1KG,1,1,99.626,98.882,0.15,0.24,0.12
202110,212612,FROZEN PRE-PREPARED VEGTABLES,1,1,98.525,98.504,0.3,0.32,0.24
202110,212709,ORANGES-CLASS 1-EACH,1,1,106.372,109.047,0.36,0.32,0.27
202110,212710,AVOCADO PEAR-EACH,1,1,106.978,106.596,0.72,0.56,0.54
202110,212712,KIWI FRUIT-EACH,1,1,114.26,115.411,0.24,0.16,0.18
202110,212715,GRAPEFRUIT-EACH,1,1,101.988,102.459,0.36,0.24,0.27
202110,212716,APPLES-COOKING-PER KG,1,1,103.568,103.632,0.24,0.16,0.18
202110,212717,APPLES-DESSERT-PER KG,1,1,111.668,111.194,0.84,0.72,0.63
202110,212718,PEARS-DESSERT-PER KG,1,1,106.971,107.959,0.24,0.24,0.18
202110,212719,BANANAS-PER KG,1,1,102.042,101.508,1.2,0.96,0.9
202110,212720,STRAWBERRIES PER KG OR PUNNET,1,1,93.922,91.955,1.08,0.88,0.81
202110,212722,GRAPES-PER KG,1,1,95.486,96.761,0.84,0.72,0.63
202110,212725,SMALL TYPE ORANGES PER PACK/KG,1,1,106.404,108.467,0.36,0.24,0.27
202110,212726,PLUMS PER KG/PACK,1,1,103.482,103.148,0.72,0.56,0.54
202110,212728,PINEAPPLE EACH,1,1,98.631,98.284,0.24,0.24,0.18
202110,212730,FRUIT FRESH SNACKING 150-350G,1,1,99.69,100.636,0.48,0.4,0.36
202110,212731,MELON EACH EG HONEYDEW,1,1,90.709,90.508,0.24,0.24,0.18
202110,212732,LEMON EACH,1,1,101.331,101.255,0.24,0.24,0.18
202110,212733,BLUEBERRIES PUNNET OR PER KG,1,1,105.473,104.525,0.72,0.64,0.54
202110,212734,RASPBERRIES PUNNET OR PER KG,1,1,91.991,90.887,0.6,0.48,0.45
202110,212806,PACKET OF PEANUTS 150-300G,1,1,106.095,104.055,1.32,1.22,0.99
202110,212807,CANNED FRUIT-400-450G,1,1,100.809,101.133,0.48,0.32,0.36
202110,212808,DRIED FRUIT - EG APRICOTS,1,1,102.802,101.791,0.48,0.46,0.36
202110,212905,VEGETABLE PICKLE 280-520G,1,1,102.445,101.672,0.15,0.13,0.12
202110,212910,CANNED SOUP-390-425G,1,1,102.729,103.02,0.33,0.65,0.22
202110,212917,TOMATO KETCHUP BOTTLE 340-570G,1,1,102.764,103.783,0.45,1.04,0.3
202110,212918,FRZN READY-COOKD MEAL SERVES 1,1,1,101.164,101.294,0.18,0.65,0.12
202110,212923,COOK-IN SAUCE-JAR/CAN 350-520G,1,1,101.89,102.795,0.51,1.17,0.34
202110,212928,FROZ VEG BURGER/GRILL 180-454G,1,1,104.754,104.473,0.75,0.78,0.6
202110,212930,MAYONNAISE 390-500G/420-540MLS,1,1,94.872,96.992,0.42,0.91,0.28
202110,212933,ICE CREAM 450ML-1L,1,1,95.024,95.201,1.12,0.65,0.88
202110,212934,DRIED POTTED SNACK 50-120G,1,1,105.838,107.229,0.38,1.3,0.3
202110,212936,CHILLED READY MEAL-MEAT-SERVS1,1,1,101.085,101.037,0.48,1.69,0.32
202110,212937,CHILLED READY MEAL-FISH/VEG,1,1,103.088,103.339,0.48,1.69,0.32
202110,212938,CHOCOLATE COVERED ICE CREAM,1,1,112.996,112.936,0.98,0.52,0.77
202110,212939,CHILLED PIZZA EACH 300-600G,1,1,97.875,98.173,0.95,1.17,0.75
202110,212940,PROTEIN POWDER 900G-2KG,1,1,103.052,103.63,0.15,0.26,0.1
202110,212941,QUICHE 340G-450G,1,1,98.696,98.377,0.19,0.26,0.15
202110,212942,VEGETABLE CRISPS PACK 80-125G,1,1,108.787,108.332,0.3,0.13,0.24
202110,213003,COFFEE-INSTANT-100G JAR,1,1,109.347,108.002,1.52,1.2,1.14
202110,213005,HOT CHOCOLATE DRINK INSTANT,1,1,98.603,98.743,0.32,0.16,0.24
202110,213006,COFFEE PODS PACK 8-16,1,1,97.058,97.375,0.36,0.28,0.27
202110,213007,COFFEE SACHETS PACK,1,1,92.346,92.872,0.48,0.36,0.36
202110,220107,PUB -HOT MEAL,1,1,101.968,102.132,4.14,4.8,3.24
202110,220116,LEMONADE/COLA DRAUGHT,1,1,102.19,102.392,1.38,1.2,1.08
202110,220117,BOTTLED MINERAL WATER,1,1,102.722,103.058,0.69,1.2,0.54
202110,220120,IN STORE CAFETERIA MEAL,1,1,109.802,109.807,3.45,4.08,2.7
202110,220121,RESTAURANT CUP OF COFFEE,1,1,105.319,105.418,1.38,1.2,1.08
202110,220122,RESTAURANT - SWEET COURSE,1,1,105.549,105.664,2.07,2.4,1.62
202110,220123,ONBOARD CATERING,1,0,103.585,103.569,0.69,0.48,0.54
202110,220124,MUFFIN/INDIVIDUAL CAKE,1,1,105.465,105.87,2.76,2.64,2.16
202110,220125,FRUIT JUICE BOTTLE 250-350ML,1,1,102.649,102.882,1.38,1.2,1.08
202110,220128,RESTAURANT MAIN COURSE,1,1,105.694,105.712,4.14,4.8,3.24
202110,220208,STAFF RESTAURNT HOT SNACK ITEM,1,1,105.551,107.957,0.9,0.6,0.9
202110,220209,PRIMARY SCHOOL- FIXED CHARGE,1,1,101.352,101.392,0.6,0.4,0.6
202110,220210,SECONDARY SCHOOL- CAFETERIA,1,1,101.216,101.141,0.6,0.4,0.6
202110,220214,STAFF RESTAURANT MAIN COURSE,1,1,108.954,108.908,0.9,0.6,0.9
202110,220301,FISH & CHIPS TAKEAWAY,1,1,103.855,103.777,1.38,1.53,1.08
202110,220303,SANDWICH-TAKE-AWAY (COLD),1,1,99.994,100.338,2.76,2.72,2.16
202110,220305,TEA -TAKE-AWAY,1,1,103.5,103.187,0.69,0.17,0.54
202110,220310,POTATO CRISPS-INDIVIDUAL PACK,1,1,103.009,103.006,0.69,0.85,0.54
202110,220316,PIZZA TAKEAWAY OR DELIVERED,1,1,99.636,100.363,1.38,1.53,1.08
202110,220318,INDIAN TAKEAWAY,1,1,102.066,101.508,1.38,1.53,1.08
202110,220319,CHINESE TAKEAWAY,1,1,102.076,101.9,1.38,1.53,1.08
202110,220320,TAKEAWAY SOFT DRINK,1,1,100.233,99.617,0.69,0.34,0.54
202110,220321,TAKEAWAY COFFEE LATTE,1,1,104.316,104.58,0.69,0.17,0.54
202110,220323,KEBAB- TAKEAWAY,1,1,102.783,102.692,1.38,1.36,1.08
202110,220324,CINEMA POPCORN,1,1,103.4,103.486,0.69,0.68,0.54
202110,220325,VENDING MACHINE - SOFT DRINK,1,1,104.879,104.884,0.69,0.17,0.54
202110,220326,TAKEAWAY CHICKEN & CHIPS,1,1,102.92,102.588,1.38,1.36,1.08
202110,220327,T'AWAY COOKED SAVOURY PASTRY,1,1,101.59,101.674,1.38,1.53,1.08
202110,220328,BURGER IN A BUN EAT IN OR TAKE,1,1,103.552,103.649,1.38,1.53,1.08
202110,310102,DRAUGHT BITTER (PER PINT),1,1,103.36,103.898,2.76,2.8,2.16
202110,310104,DRAUGHT STOUT PER PINT,1,1,102.806,102.947,0.69,0.84,0.54
202110,310109,LAGER - PINT 3.4-4.2%,1,1,102.942,103.185,3.45,4.06,2.7
202110,310110,PREMIUM LAGER - PINT 4.3-7.5%,1,1,103.566,103.76,2.76,3.22,2.16
202110,310111,BOTTLED PREMIUM LAGER 4.3-7.5%,1,1,103.493,103.886,1.38,1.12,1.08
202110,310114,CIDER 4.5%-5.5% ABV PINT/BOTTL,1,1,102.636,102.973,2.07,1.96,1.62
202110,310207,BITTER-4CANS-440-500ML,1,1,100.169,100.109,0.42,0.42,0.35
202110,310215,LAGER 4 BOTTLES- PREMIUM,1,1,101.608,101.37,2.46,2.31,2.05
202110,310216,LAGER 10 - 24 CANS (440-500ML),1,1,98.474,98.39,1.38,1.26,1.15
202110,310217,LAGER 10-24 BOTTLES 250-330ML,1,1,96.881,97.368,1.2,1.12,1
202110,310219,STOUT - 4 CAN PACK,1,1,101.887,101.816,0.12,0.14,0.1
202110,310220,SPEC'Y BEER BOTT 500ML 4-5.5,1,1,99.287,99.193,0.42,0.42,0.35
202110,310221,APPLE CIDER 4 CAN PK 440-500ML,1,1,98.363,98.721,0.6,0.7,0.48
202110,310222,CIDER FLAVOURED BOTT 500-568ML,1,1,99.5,99.698,0.5,0.63,0.4
202110,310301,WHISKY (PER NIP) SPECIFY ML,1,1,104.965,106.297,1.38,1.5,1.08
202110,310302,VODKA (PER NIP) SPECIFY ML,1,1,107.744,108.314,2.76,2.85,2.16
202110,310306,BOTTLE OF MIXER 125-200ML,1,1,102.156,101.123,0.69,0.45,0.54
202110,310307,LIQUEUR PER NIP   SPECIFY ML,1,1,107.69,111.728,1.38,1.95,1.08
202110,310309,SPIRIT BASED DRINK 275ML,1,1,103.54,104.143,0.69,0.3,0.54
202110,310310,"WINE, PER 175 - 250 ML SERVING",1,1,103.798,104.107,2.76,2.7,2.16
202110,310315,BOTTLE OF WINE 70-75CL,1,1,104.118,104.055,2.76,2.7,2.16
202110,310316,GIN PER NIP,1,1,108.513,109.707,2.76,2.55,2.16
202110,310401,WHISKY-70 CL BOTTLE,1,1,99.226,99.276,1.89,1.98,1.35
202110,310403,VODKA-70 CL BOTTLE,1,1,97.342,97.51,1.89,1.98,1.35
202110,310405,BRANDY 70CL BOTTLE,1,1,97.286,97.373,0.49,0.54,0.35
202110,310406,FORTIFIED WINE  (70-75CL),1,1,98.468,98.568,0.4,0.36,0.32
202110,310419,WHITE WINE- EUROPEAN 75CL,1,1,105.946,105.161,1.3,1.62,1.04
202110,310420,WHITE WINE- NEW WORLD 75CL,1,1,98.066,98.784,2.1,2.52,1.68
202110,310421,RED WINE- EUROPEAN 75CL,1,1,99.643,99.42,1.2,1.44,0.96
202110,310422,RED WINE- NEW WORLD 75CL,1,1,104.602,105.373,1.8,2.16,1.44
202110,310423,BOTTLE OF CHAMPAGNE 75 CL,1,1,102.002,102.382,0.3,0.36,0.24
202110,310425,ROSE WINE-75CL BOTTLE,1,1,97.243,98.043,0.8,0.9,0.64
202110,310426,SPARKLING WINE 75CL MIN 11%ABV,1,1,97.548,98.979,1,1.26,0.8
202110,310427,RUM WHITE EG BACARDI 70CL BOTT,1,1,102.933,102.74,0.49,0.54,0.35
202110,310428,CREAM LIQUER 70CL-1LT 14-20%,1,1,96.089,95.728,0.21,0.18,0.15
202110,310429,GIN BOTTLE 70CL,1,1,98.716,98.964,1.54,1.62,1.1
202110,310430,PRE MIXED SPIRIT 250-330ML,1,1,99.637,99.654,0.49,0.54,0.35
202110,320108,CIGARETTES 8,1,1,100.599,100.641,3.08,2.55,2.38
202110,320115,CIGARETTES 15,1,1,99.081,99.065,6.6,5.44,5.1
202110,320122,20 FILTER - OTHER BRAND,1,1,101.156,101.184,4.62,3.91,3.57
202110,320123,ELECTRONIC CIGARETTE REFILL/LI,1,0,101.215,101.182,0.44,0.68,0.34
202110,320124,E-CIG REFILL BOTTL/CART 2-10ML,1,1,100.812,100.915,0.44,0.68,0.34
202110,320125,CIGARETTES 21,1,1,100.692,100.683,4.62,3.74,3.57
202110,320205,5 CIGARS: SPECIFY BRAND,1,1,103.92,103.873,0.22,0.32,0.17
202110,320206,HAND ROLLING TOBACCO PACK 30GM,1,1,98.86,98.899,1.98,3.68,1.53
202110,410105,LOCAL AUTH RENT - SCOTLAND,1,0,103.476,103.476,1.88,1.58,1.48
202110,410107,UNIVERSITY ACCOMODATION FEES,1,0,101.79,101.79,1.65,0,1.32
202110,410108,RSL RENTS,1,2,101.491,101.491,17.86,15.8,14.06
202110,410111,IMPUTED RENTS - ENGLAND,1,0,101.411,101.411,0,0,160.95
202110,410112,IMPUTED RENTS - WALES,1,0,100.508,100.508,0,0,7.4
202110,410113,IMPUTED RENTS - SCOTLAND,1,0,101.687,101.687,0,0,12.95
202110,410114,IMPUTED RENTS - N.IRELAND,1,0,104.192,104.192,0,0,3.7
202110,410115,PRIVATE RENTED PROPERTY,2,0,101.704,101.251,62.04,54.51,48.84
202110,410201,MORTGAGE INTEREST PAYMENTS,1,0,100.771,100.771,0,24,0
202110,410401,E & W SEWERAGE CHARGE,2,0,100.889,100.889,5.46,6.24,4.55
202110,410402,ENGLAND & WALES WATER CHARGES,2,0,102.531,102.53,4.55,5.59,3.64
202110,410403,SCOTLAND WATER CHARGES,1,0,102.474,102.474,0.45,0.52,0.36
202110,410405,SCOTTISH SEWERAGE CHARGE,1,0,102.467,102.467,0.54,0.65,0.45
202110,410508,PLUMBER-DAYTIME HOURLY RATE,2,1,101.051,100.948,0.7,2.88,0.35
202110,410509,ELECTRICIAN-DAYTIME RATE/HOUR,2,1,100.686,100.636,0.44,2.07,0.22
202110,410517,DECORATOR-DAILY RATE;SPEC HRS,2,1,101.648,101.519,0.44,2.07,0.22
202110,410518,CARPENTER HOURLY RATE,2,1,102.73,102.49,0.42,1.98,0.21
202110,410602,READY-MIXED FILLER-INT USE,1,1,105.245,105.087,0.06,0.4,0.06
202110,410607,PAINT BRUSH-2INCH/5CM WIDTH,1,1,99.883,100.904,0.09,0.5,0.09
202110,410611,DOOR HANDLE-PACK FOR ONE DOOR,2,1,102.363,101.634,1.6,1.5,1.28
202110,410614,POWER DRILL-HAMMER ACTION,2,1,104.278,102.82,0.35,0.5,0.28
202110,410621,VARNISH-CLEAR GLOSS-750ML-1LTR,1,1,104.033,103.757,0.06,0.4,0.06
202110,410625,SCREWDRIVER,2,1,109.447,108.007,0.35,0.5,0.28
202110,410629,WALLPAPER PER ROLL,1,1,105.806,104.473,0.16,1,0.16
202110,410631,SHOWER HEAD,2,1,101.39,100.644,0.24,1.5,0.24
202110,410632,HIRE OF DOMES CARPET CLEANER,1,1,102.416,102.622,0.3,0.4,0.24
202110,410633,MDF,1,1,164.511,162.801,0.16,1,0.16
202110,410637,CERAMI TILES 15X15-25X50CM BOX,2,1,106.557,105.62,0.06,0.4,0.06
202110,410638,WOODSCREWS STEEL/ZIN PLATED PK,1,1,108.329,107.565,0.28,0.9,0.21
